Frame No.,Queue Density
77.4667,0.402406
77.5333,0.402476
77.6,0.402078
77.6667,0.40234
77.7333,0.402055
77.8,0.402484
77.8667,0.402109
77.9333,0.402589
78,0.402496
78.0667,0.402441
78.1333,0.402554
78.2,0.403007
78.2667,0.403206
78.3333,0.403225
78.4,0.403065
78.4667,0.403003
78.5333,0.402636
78.6,0.402702
78.6667,0.403108
78.7333,0.402886
78.8,0.403108
78.8667,0.403362
78.9333,0.403526
79,0.399565
79.0667,0.400057
79.1333,0.400236
79.2,0.401032
79.2667,0.401091
79.3333,0.40159
79.4,0.401727
79.4667,0.402371
79.5333,0.402979
79.6,0.403452
79.6667,0.403963
79.7333,0.404544
79.8,0.404833
79.8667,0.404809
79.9333,0.404232
80,0.404392
80.0667,0.404419
80.1333,0.404454
80.2,0.404704
80.2667,0.404665
80.3333,0.404782
80.4,0.405145
80.4667,0.405375
80.5333,0.405309
80.6,0.4055
80.6667,0.402956
80.7333,0.40344
80.8,0.403619
80.8667,0.403444
80.9333,0.403615
81,0.403225
81.0667,0.40369
81.1333,0.403916
81.2,0.403896
81.2667,0.404193
81.3333,0.403904
81.4,0.403904
81.4667,0.404091
81.5333,0.404314
81.6,0.404345
81.6667,0.404579
81.7333,0.405289
81.8,0.405469
81.8667,0.405937
81.9333,0.406042
82,0.406366
82.0667,0.406101
82.1333,0.4066
82.2,0.407537
82.2667,0.407541
82.3333,0.405324
82.4,0.404977
82.4667,0.405469
82.5333,0.405925
82.6,0.40724
82.6667,0.407701
82.7333,0.407849
82.8,0.40781
82.8667,0.40795
82.9333,0.40742
83,0.407326
83.0667,0.407412
83.1333,0.407763
83.2,0.407689
83.2667,0.407997
83.3333,0.407673
83.4,0.407334
83.4667,0.407365
83.5333,0.407049
83.6,0.407478
83.6667,0.407498
83.7333,0.407595
83.8,0.407388
83.8667,0.407322
83.9333,0.407057
84,0.405937
84.0667,0.406038
84.1333,0.406105
84.2,0.406795
84.2667,0.406799
84.3333,0.40676
84.4,0.406916
84.4667,0.406663
84.5333,0.406959
84.6,0.407076
84.6667,0.407232
84.7333,0.407283
84.8,0.407607
84.8667,0.408044
84.9333,0.407911
85,0.40866
85.0667,0.409055
85.1333,0.409652
85.2,0.409979
85.2667,0.409843
85.3333,0.409133
85.4,0.408641
85.4667,0.40843
85.5333,0.408454
85.6,0.40827
85.6667,0.406721
85.7333,0.407096
85.8,0.408126
85.8667,0.408083
85.9333,0.407322
86,0.407642
86.0667,0.407806
86.1333,0.408177
